Resource,APTGroup,Entry Point,Language,Library
3f1ec5a6b810881cd607c0a562193f5e0992a1a3,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
bdfe41590c2eb16049c38508cd9795d723eb13b3,APT 10,8790,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'USER32.dll']"
dd3e26001d98b3bc2faf912c401bc5c5bbac31ba,Gorgon Group,,[],[]
d2488b35b233dcacdc80114179cb51fd83877e95,Winnti,10789,[],"['KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
f27e37f7cbbab344559640b37d63c7b1a48fe355,Dark Hotel,1200720,"['JAPANESE DEFAULT', 'ENGLISH US']","['ADVAPI32.dll', 'comdlg32.dll', 'OLEAUT32.dll', 'WINMM.dll', 'MSVFW32.dll', 'GDI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'DDRAW.dll', 'AVIFIL32.dll', 'd3dxof.dll', 'DSOUND.dll', 'ole32.dll', 'USER32.dll', 'COMCTL32.dll']"
30965dcac4910996370c50b7c4e84491a542d45c,Winnti,14345,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ole32.dll', 'USER32.dll']"
3e744b84bee2a321865e4ff5b4dfdfe32f77a5a4,Winnti,14057,[],"['KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'MFC42.DLL', 'ole32.dll', 'USER32.dll']"
7e9eb570ef07b793828c28ca3f84177e1ab76e14,APT 29,7221,[],"['ADVAPI32.dll', 'KERNEL32.dll']"
c546c2ebda2669f369685fa47198cd4760a3efb2,Gorgon Group,91585,"['ENGLISH UK', 'ENGLISH US']","['MPR.dll', 'COMDLG32.dll', 'VERSION.dll', 'WINMM.dll', 'WININET.dll', 'GDI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'ADVAPI32.dll', 'WSOCK32.dll', 'PSAPI.DLL', 'USERENV.dll', 'ole32.dll', 'USER32.dll', 'COMCTL32.dll']"
c10f9df0dcbc9d76a4410cb74fc0c5a4e2668c27,Gorgon Group,6100,"['NEUTRAL', 'ENGLISH US']",['MSVBVM60.DLL']
556aa22e34c05711cece7ca1fc53bbbf2ad977cf,APT 1,27988,[],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll']"
3465117e83e04212f93ae37aeaf29146ee997129,APT 1,14627,['ENGLISH US'],"['urlmon.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'ADVAPI32.dll']"
9fae684a130c052ad2b55ebaf7f6e513c0e62abe,APT 29,,[],[]
46c837374193acc95756d4fa17b8b4e8551fc774,APT 10,11462,['CHINESE SIMPLIFIED'],"['GDI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'MFC42.DLL', 'USER32.dll']"
c3b730d7cc7aa5b5a5fe8b28611c20d473d3bfda,Gorgon Group,29806,['NEUTRAL'],['mscoree.dll']
ff1ecd429853ee0e33f7cdfa9624a2015a40e715,APT 28,,[],[]
23347ad06aa58885293b50084aa63682eb228d78,Winnti,7840,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
22bae6be13561cec758d25fa7adac89e67a1f33a,APT 29,6499,['ENGLISH US'],"['SHELL32.dll', 'KERNEL32.dll']"
41eda88a78f834eb2c2c8c9b1fba095b92bd6384,Gorgon Group,,[],[]
cbcd5a7e3c8dc8b28cb019ce682e32b31e025e69,Gorgon Group,,[],[]
eca53a9f6251ddf438508b28d8a483f91b99a3fd,APT 30,20479,"['NEUTRAL DEFAULT', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'USER32.dll']"
c7663e53c041d3f91e341c04015b71f52adafb58,APT 30,6432,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['SHELL32.dll', 'MFC42.DLL', 'KERNEL32.dll', 'MSVCRT.dll', 'WININET.dll']"
61104ddfb86ba5b70a311e509bcdbe31a3393bc7,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
7662fb60cd9f3471edf5e5778584287fbe58b54e,Gorgon Group,394248,"['NEUTRAL', 'ENGLISH US']","['comdlg32.dll', 'version.dll', 'gdi32.dll', 'kernel32.dll', 'oleaut32.dll', 'advapi32.dll', 'user32.dll', 'comctl32.dll']"
24e5b01a394aa209276277a4e90375ded01b4093,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
365f61c7886ca82bfdf8ee19ce0f92c4f7d0901e,APT 29,7254,[],['KERNEL32.dll']
ca6f59319d07fef7a2795d00754e4b87bec08a2a,Dark Hotel,9040,[],"['iphlpapi.dll', 'WININET.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
47e850270744c4ce491e85e51914a81882388cff,Gorgon Group,,[],[]
5f05723134db853772ac43910337df74e65e00b5,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
293ac3d44c1d0f61952c2ddc0284db9df28a0ec8,Gorgon Group,,[],[]
1da49fd4b91248650a00dd6213de0841e028aa8b,Gorgon Group,,[],[]
50c1ffb935f94bddf5c19e698cd7ae74624613e0,Gorgon Group,46366,"['GERMAN', 'NEUTRAL']",['mscoree.dll']
fde3ebd96c0a317b656404d1b5fe4d7c453eb49c,Dark Hotel,42968,"['KOREAN', 'NEUTRAL DEFAULT']","['COMDLG32.dll', 'GDI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll', 'COMCTL32.dll']"
8cdbc2b10509daf2ce0c26dcccaedae4b3235dd7,Winnti,14281,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ole32.dll', 'USER32.dll']"
9d654bde7b9d89e3ac4115820420fcf062867714,Gorgon Group,4544,['NEUTRAL'],['MSVBVM60.DLL']
6cdbaf73a07a3a1f4bd14722098f80da32f6a7bd,Winnti,5344,[],"['HAL.dll', 'ntoskrnl.exe']"
08f72bdd853bd37bcfc697e58ea78faad64007a1,Gorgon Group,,[],[]
d40e9cb926e044d2498bf09c917d540946004f10,APT 10,5190,['ENGLISH US'],"['kernel32.dll', 'user32.dll']"
488aa199b8ea948fe6868daaaaa2a97863ec9670,Gorgon Group,143134,"['GERMAN', 'NEUTRAL']",['mscoree.dll']
b714a2ce92e01f9e63825ba1562988b0eb8b3a90,APT 21,4096,[],"['kernel32.dll', 'user32.dll']"
3a93cddb50d96d1472ddedcd8fc2d146ea489ce9,APT 1,9324,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WININET.dll', 'USER32.dll']"
f1675aa95ef6761522173f80989f4de4440b4d5f,APT 10,43752,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['ADVAPI32.dll', 'KERNEL32.dll', 'USER32.dll', 'GDI32.dll']"
2c68e35af3f74933aab5b89a372c05282026fdef,Dark Hotel,3318352,['KOREAN'],"['comdlg32.dll', 'OLEPRO32.DLL', 'WINMM.dll', 'oledlg.dll', 'GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'WINSPOOL.DRV', 'SHELL32.dll', 'ole32.dll', 'COMCTL32.dll', 'USER32.dll', 'OLEAUT32.dll']"
5d724d2b0a92cdbccc06d568a9c6eacb2902b573,Dark Hotel,101035,[],"['iphlpapi.dll', 'WINMM.dll', 'WININET.dll', 'GDI32.dll', 'AVICAP32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'PSAPI.DLL', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
342036ace2e9e6d504b0dec6399e4fa92de46c12,APT 30,20671,"['NEUTRAL DEFAULT', 'ENGLISH US']","['SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'ADVAPI32.dll', 'ole32.dll', 'SHLWAPI.dll', 'USER32.dll']"
2ceae0f5f3efe366ebded0a413e5ea264fbf2a33,APT 29,8204,[],[]
66b9b2025548ced39b2ee6814f03fc601db4d4c3,Gorgon Group,,[],[]
070d32076e5c060365d702b8db8d721e3df87375,Gorgon Group,,[],[]
f7fe7f04ad0a4ce2a072aa56ecedfaea96bad2df,APT 1,14794,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'WININET.dll']"
8c4ea91e8084dace72a581b7128660e0f07f4235,APT 21,7368,['ENGLISH UK'],"['SHELL32.dll', 'MSVCP60.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ole32.dll']"
a4e39298866b72e5399d5177f717c46861d8d3df,APT 29,12300,[],[]
ee788901cd804965f1cd00a0afc713c8623430c4,APT 28,14106,[],"['KERNEL32.dll', 'SHLWAPI.dll']"
f274107ee34a09e08232ffbaa3fa4d6bf1e692e5,Dark Hotel,1016400,['JAPANESE DEFAULT'],"['comdlg32.dll', 'WINMM.dll', 'GDI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'WINSPOOL.DRV', 'ADVAPI32.dll', 'ole32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll', 'COMCTL32.dll']"
484c076344b3e9bbc2b12e1224ccd7e648bc0fbe,Winnti,40421,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll', 'GDI32.dll']"
24b023458ca4eff37a3be3b486c59229fb20d276,Dark Hotel,2884176,"['SWEDISH', 'ENGLISH US']","['gdiplus.dll', 'comdlg32.dll', 'IPHLPAPI.DLL', 'GDI32.dll', 'DNSAPI.dll', 'SHELL32.dll', 'KERNEL32.DLL', 'MSVCRT.dll', 'OLEAUT32.dll', 'MSIMG32.dll', 'ADVAPI32.dll', 'ole32.dll', 'SETUPAPI.dll', 'WS2_32.dll', 'PSAPI.DLL', 'USER32.dll', 'COMCTL32.dll']"
74cef45216ce63a9684a4b9b12afed6855fdd5b1,Winnti,70192,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCR80.dll', 'USER32.dll', 'GDI32.dll']"
f947feb2cb662b6a3a38086b1e851f8293583770,APT 1,11750,[],"['urlmon.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'ADVAPI32.dll']"
8dd140a51e2de68f22455dae51aa6312fabf8701,APT 10,17962,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['MFC42.DLL', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll', 'GDI32.dll']"
a99b7d88db7c16e7a537f87b199909091b52df53,APT 30,28591,['CHINESE SIMPLIFIED'],"['MPR.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'NETAPI32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'USER32.dll']"
515da90b2fad549b3e8258d2aecda4a2fde03219,Gorgon Group,,[],[]
d72aa9fa9003f5d74422814e75c91976e7dff515,Gorgon Group,506654,['NEUTRAL'],['mscoree.dll']
687f2cb03731d1a2766efb69e9cfc5030a602baa,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
e36f671dd6e6bc5f447ec27acc074d95dc7fc9b2,APT 10,10288,"['SPANISH MODERN', 'CHINESE SIMPLIFIED']","['ADVAPI32.dll', 'MFC42.DLL', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
361c0a4f8213693e974b6ae55bf0ad16c74adf61,Energetic Bear,68736,['ENGLISH US'],"['WININET.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'WS2_32.dll', 'USER32.dll']"
31628efde419095f26ea7b05042613962caff44d,Winnti,9805,[],"['KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
7001f9e2d48e10fc5dd63ea8ff04c1d5c9de30c4,Energetic Bear,148077,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
edd639d4304896dc12eaf1b4d8cf4ecaf3bb100c,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
f140ae763122628ee6b3e5a6985aa41d5dc47798,APT 1,6412,[],"['KERNEL32.dll', 'MSVCRT.dll']"
9444d2b29c6401bc7c2d14f071b11ec9014ae040,APT 28,,[],[]
7b6021cea7310da3bfed52195757c4ba94fb3130,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
1df78a1dc0aa3382fcc6fac172b70aafd0ed8d3d,APT 29,50767,"['NEUTRAL', 'ENGLISH US']","['SHELL32.dll', 'KERNEL32.dll', 'USER32.dll']"
0e12c8ab9b89b6eb6baf16c4b3bbf9530067963f,APT 28,,[],[]
6dd0f801c6148f02a14b048427e022b8fb9b7b1e,APT 1,40097,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['ADVAPI32.dll', 'KERNEL32.dll', 'WININET.dll', 'USER32.dll', 'MSVCR90.dll']"
d9712b9f88485860a2663ce197bd5e12c3ad9a28,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
8104a7cc0bc3d2f69a436a3c8dd087dd51c88c99,Winnti,7314,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
721e92d9bcec1baa687b6a244f24fc26e09da04e,APT 10,9070,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['ADVAPI32.dll', 'KERNEL32.dll', 'USER32.dll']"
7b36e8408c5fe1fb8faa57b66219e71985e397c6,Winnti,10380,['ENGLISH US'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll']"
d59122c0b5ad7957509b7fe0dfe65853e407c809,Dark Hotel,16327,[],"['SHELL32.dll', 'ADVAPI32.dll', 'KERNEL32.dll']"
25f8a6971bdd501fa6deff78d86bc5fd6312dc6a,Dark Hotel,1737296,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['USER32.dll', 'COMDLG32.dll', 'WINMM.dll', 'oledlg.dll', 'WINSPOOL.DRV', 'GDI32.dll', 'MSIMG32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'gdiplus.dll', 'OLEAUT32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'OLEACC.dll', 'COMCTL32.dll', 'IMM32.dll']"
560ff33cc684350bdf4e045a78ed0e85474bdc51,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
80caa936528ceefcb614ae175bda2a27609a5dd3,Energetic Bear,68720,['ENGLISH US'],"['WININET.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'WS2_32.dll', 'USER32.dll']"
2d5c5e210c7db4ba6012bd761154db0d1f5cd658,APT 10,7455,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['ADVAPI32.dll', 'KERNEL32.dll', 'USER32.dll']"
7edd6beff619f86fae7f94a60ac4bcdb04473dfb,Dark Hotel,,[],[]
7c9a13f1fdd6452fb6d62067f958bfc5fec1d24e,APT 30,25662,"['NEUTRAL DEFAULT', 'ENGLISH US']","['SHELL32.dll', 'KERNEL32.dll', 'WSOCK32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
a19f06352e95e9d1ac5e308faf02763940eaf099,APT 1,10678,[],"['urlmon.dll', 'WININET.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll']"
be36877a3fd6ce6402a642ba3925feffd4a166f4,APT 10,19190,['CHINESE SIMPLIFIED'],"['GDI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'MFC42.DLL', 'USER32.dll']"
acaf3ab6a228c2c56d07815a88a574cbc28d8ec5,APT 21,7148,[],"['MSVCP60.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'netmgr.dll', 'SHELL32.dll', 'ole32.dll']"
05d644c7f19a33507f6a61e342bb89228a301b65,Energetic Bear,163015,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'WS2_32.dll', 'USER32.dll']"
943a8daed587b412689f4ef972592417afa858c7,APT 10,,[],[]
d7f7aef824265136ad077ae4f874d265ae45a6b0,APT 29,16488,[],"['SHELL32.dll', 'KERNEL32.dll', 'imagehlp.dll']"
fd9bf9190bf1f3d59685402c7e34c8705baa7649,Winnti,7282,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll']"
99f927f97838eb47c1d59500ee9155adb55b806a,APT 28,12929,[],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll']"
e251b3eb1449f7016df78d113571bea57f92fc36,APT 28,11923,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'SHLWAPI.dll', 'USER32.dll']"
81f49202b7c5767962f90fc2cbd032059f2f0c20,Winnti,14121,[],"['KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'MFC42.DLL', 'ole32.dll', 'USER32.dll']"
561bcf75b693b2c2610533f6faabb6a063da61b9,Dark Hotel,1064027,"['KOREAN', 'ENGLISH US']","['USER32.dll', 'COMDLG32.dll', 'IMM32.dll', 'WINSPOOL.DRV', 'IPHLPAPI.DLL', 'WINMM.dll', 'oledlg.dll', 'WININET.dll', 'GDI32.dll', 'MSIMG32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'gdiplus.dll', 'OLEAUT32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'OLEACC.dll', 'COMCTL32.dll']"
8be60fb562a9ec626ab650b22bc2bf3087a0d77b,APT 1,120698,['CHINESE SIMPLIFIED'],"['GDI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'NETAPI32.dll', 'ADVAPI32.dll', 'PSAPI.DLL', 'WS2_32.dll', 'USER32.dll']"
4530be5b70f709d4445604148feaae73993215fe,Winnti,216639,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['imagehlp.dll', 'VERSION.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'SHELL32.dll', 'SHLWAPI.dll', 'USER32.dll']"
beb9a1b44f7e687ecd1e6728519b315223e46d1c,Gorgon Group,473214,['NEUTRAL'],['mscoree.dll']
67a2cabd7840331cf452308fabbe30d9a41c352d,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
2069b8c74f68f9ac54530b6643de72e89a1ec6fd,APT 10,24102,['CHINESE SIMPLIFIED'],"['KERNEL32.dll', 'USER32.dll', 'GDI32.dll']"
7f41bad7709b39b21d49edac0920bb4d50b5ac87,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
868d1f4c106a08bd2e5af4f23139f0e0cd798fba,APT 30,59280,[],"['SHELL32.dll', 'KERNEL32.DLL', 'MSVCRT.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
3ede99a0f90bf379f3f9cd4a54ab466d7cd1b52f,Gorgon Group,,[],[]
a2b25810dfe7f9df70980208feb9cf30393f8812,Gorgon Group,26334,"['GERMAN', 'NEUTRAL']",['mscoree.dll']
bfbd0888f4794d9281a95861b42374f0a7c7bc96,APT 1,6412,[],"['KERNEL32.dll', 'MSVCRT.dll']"
051a3725a6c4d3531ba02ba037c83452a4d86972,APT 10,4969,['CHINESE SIMPLIFIED'],"['SHELL32.dll', 'KERNEL32.dll']"
e2b98c594961aae731b0ccee5f9607080ec57197,APT 28,2587360,['NEUTRAL'],"['KERNEL32.DLL', 'USER32.dll', 'MSVCR90.dll']"
4ec769c15a9e318d41fd4a1997ec13c029976fc2,APT 29,8204,[],[]
9b9feb27e2951bdc3212b919b974201e41315c72,Winnti,39973,[],"['MPR.dll', 'urlmon.dll', 'ODBC32.dll', 'GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'NETAPI32.dll', 'SHELL32.dll', 'ole32.dll', 'WS2_32.dll', 'PSAPI.DLL', 'USER32.dll']"
2097cbb529c58d4de3f5f715c2bd54db7373d807,Gorgon Group,,[],[]
ce1f53e06feab1e92f07ed544c288bf39c6fce19,APT 30,32239,['ENGLISH US'],"['MPR.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'NETAPI32.dll', 'ADVAPI32.dll', 'ole32.dll', 'SHLWAPI.dll']"
a0767a4ecdd41ea1ed5724b262cce46e182f202b,APT 21,,[],[]
9c7b786ca2b65dca55be9d38118673980885e595,Gorgon Group,,[],[]
533dd65d2459b4f0415ca2a320be792b095ad257,Gorgon Group,,[],[]
a064b75867d0fd14f4bd4f28aa1243ff0031f0b5,Gorgon Group,6060,"['NEUTRAL', 'ENGLISH US']",['MSVBVM60.DLL']
6669f257b467354c9946291c35af553479a5878c,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
51bd5e9c149126292b545d3009b35dcfc81e5eae,APT 1,10940,['ENGLISH US'],"['urlmon.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'ADVAPI32.dll']"
abf147b97eed49247a211fe22da36865f6fd8657,Gorgon Group,258206,"['NEUTRAL', 'ENGLISH US']",['mscoree.dll']
a5fd3d774a8a776441007f3d3d7fdd9e7398e229,APT 21,7643,"['ENGLISH US', 'CHINESE SIMPLIFIED']",['KERNEL32.dll']
b9aafb575d3d1732cb8fdca5ea226cebf86ea3c9,APT 30,28304,[],"['ADVAPI32.dll', 'KERNEL32.DLL', 'MSVCRT.dll']"
f8d6aecbb210e7f860e4760b82cac66e5b55ff0c,APT 10,12768,"['NEUTRAL', 'ENGLISH US']","['GDI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'MFC42.DLL', 'USER32.dll']"
aaee7385b2c836e9d3e14812807f911c2144a894,APT 10,6920,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll']"
3a33722fdf98cd5ba81bf436d6ac01f33437a4b1,Winnti,9983,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll']"
2cdaced0682fdacdf7cb278bfb3b4a0615739bc6,Dark Hotel,25683,"['KOREAN', 'ENGLISH US']","['SETUPAPI.dll', 'IPHLPAPI.DLL', 'WININET.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
52d44e936388b77a0afdb21b099cf83ed6cbaa6f,APT 29,17813,[],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'imagehlp.dll']"
d10f78fac43b1d8b72ccaabcc0174c64f8d642e5,Gorgon Group,,[],[]
9a277a63e41d32d9af3eddea1710056be0d42347,APT 29,196895,[],"['MPR.dll', 'CRYPT32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
c7c1b46e77086d9becd7efafe18cc1d55896a983,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
ad2aa30fb9a9b098b83764ddce67e6ba8286defb,Dark Hotel,8456,['KOREAN'],"['GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'WINSPOOL.DRV', 'SHELL32.dll', 'ole32.dll', 'USER32.dll', 'COMCTL32.dll']"
e742b917d3ef41992e67389cd2fe2aab0f9ace5b,APT 28,9931,[],"['ADVAPI32.dll', 'KERNEL32.dll']"
f11f5acfb03374e13268b25f9a0639a43d714831,Gorgon Group,,[],[]
584fbbce972c411fd299f11313e966294f087c04,Gorgon Group,,[],[]
076a498a77c9cbad8bf1ce0a4d6d65bf27108e33,Dark Hotel,330614,['ENGLISH US'],"['VERSION.dll', 'CRYPT32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll', 'USERENV.dll']"
a7521ee29aaba47de690e3cfc9f7e3dcc737c882,Gorgon Group,311306,['NEUTRAL'],['mscoree.dll']
142bc01ad412799a7f9ffed994069fecbd5a2f93,APT 30,9054,[],"['ADVAPI32.dll', 'KERNEL32.DLL', 'MSVCRT.dll', 'USER32.dll']"
540a0a20f4a75dac1023e4191fd3188d0ad7ee7f,Winnti,2511503,['ENGLISH US'],"['AVICAP32.dll', 'VERSION.dll', 'GDI32.dll', 'DNSAPI.dll', 'SHELL32.dll', 'KERNEL32.dll', 'Secur32.dll', 'WTSAPI32.dll', 'NETAPI32.dll', 'ADVAPI32.dll', 'ole32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'PSAPI.DLL', 'USER32.dll', 'USERENV.dll']"
6a5082d6b5eb17b832be4a71284a4e1efc7054e1,APT 21,,[],[]
f342af95c428052550a4efd70ae1500aadd39fd0,Gorgon Group,,[],[]
c5ce5b7d10accb04a4e45c3a4dcf10d16b192e2f,APT 28,9936,['RUSSIAN'],"['KERNEL32.dll', 'MSVCRT.dll']"
1369538c7459429fa8d30aac842d7afaa827a979,Winnti,,[],[]
5a4a5a634e6d1ffa6313cccbd3f207d0095fb169,APT 1,13308,[],"['WININET.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'SHELL32.dll', 'WS2_32.dll', 'USER32.dll']"
a417fd8b203083e5a3ebcb212f661c4aeebc6015,APT 1,22368,[],['KERNEL32.dll']
b630b7a8fe065e1a6f51ee74869b3938dc411126,APT 19,26770,['ENGLISH US'],"['IPHLPAPI.DLL', 'USERENV.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll', 'WINHTTP.dll']"
3e6292b2b1facbcd258a3a0ddfc78dd63654e530,Gorgon Group,,[],[]
230d3f4d72358e0ffebc5ca970ea32d7e0bb8cba,APT 10,5983,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'KERNEL32.dll', 'USER32.dll']"
